raw_index,checklist_id,city,daypart,weather,canonical_filename,mapping_status,confidence,evidence,source_filename,source_part,sha256,repo_asset,source_archive_path
173,292,Singapore,Night,Rain,292-singapore-night-rain.png,DUPLICATE_OF_VERIFIED_CANONICAL,LOW,best-fit visual match; generic or ambiguous skyline,raw-173__misty_cityscape_with_glowing_reflections.png,3,92fb57bff19144cceddfa646ed7d20b641e5e884bc3b4b29b5416555f6c6d2dc,assets/city-backgrounds/v1/duplicates/292/raw-173--singapore--night-rain.webp,04-manually-mapped-candidates/by-checklist-slot/292--singapore--night-rain/DUPLICATE-CANONICAL-02__raw-173__raw-173__misty_cityscape_with_glowing_reflections.png
174,290,Shanghai,Night,Rain,290-shanghai-night-rain.png,PRIMARY_FOR_SLOT,LOW,best-fit visual match; generic or ambiguous skyline,raw-174__rainy_night_city_by_the_river.png,3,eeb7370600cfe5e11cc5fc6a494cac2558e1545ba768b6efb212bfe5120d88cd,assets/city-backgrounds/v1/cities/shanghai/night-rain.webp,04-manually-mapped-candidates/by-checklist-slot/290--shanghai--night-rain/PRIMARY__raw-174__raw-174__rainy_night_city_by_the_river.png
175,291,London,Night,Rain,291-london-night-rain.png,PRIMARY_FOR_SLOT,HIGH,source filename explicitly names the city,raw-175__rainy_night_in_london_by_the_river.png,3,ecbea867adeda3007ae95eb01ce7986da5c505d24ccf7a1786b39d091f5f1003,assets/city-backgrounds/v1/cities/london/night-rain.webp,04-manually-mapped-candidates/by-checklist-slot/291--london--night-rain/PRIMARY__raw-175__raw-175__rainy_night_in_london_by_the_river.png
176,287,Paris,Night,Rain,287-paris-night-rain.png,DUPLICATE_FOR_SLOT,HIGH,source filename explicitly names the city,raw-176__rainy_night_along_the_parisian_bridge.png,3,2caa289207a5c0808ab5838b2751b038e22bed832d9c4f43a984d9e165aead88,assets/city-backgrounds/v1/duplicates/287/raw-176--paris--night-rain.webp,04-manually-mapped-candidates/by-checklist-slot/287--paris--night-rain/DUPLICATE-01__raw-176__raw-176__rainy_night_along_the_parisian_bridge.png
177,294,Seoul,Night,Rain,294-seoul-night-rain.png,DUPLICATE_OF_VERIFIED_CANONICAL,LOW,best-fit visual match; generic or ambiguous skyline,raw-177__gloomy_city_lights_by_the_river.png,3,e486ebaf8436788e0162afe45788a844da7f1b8a69623aa8469db4431c068023,assets/city-backgrounds/v1/duplicates/294/raw-177--seoul--night-rain.webp,04-manually-mapped-candidates/by-checklist-slot/294--seoul--night-rain/DUPLICATE-CANONICAL-02__raw-177__raw-177__gloomy_city_lights_by_the_river.png
178,289,Kyoto,Night,Rain,289-kyoto-night-rain.png,PRIMARY_FOR_SLOT,HIGH,distinctive landmark/skyline visual match,raw-178__rainy_night_in_a_traditional_cityscape.png,3,574a309119b0b9c0e39d2c203f5a3f5ec1b568fd62086ee1d778982bb43a9d77,assets/city-backgrounds/v1/cities/kyoto/night-rain.webp,04-manually-mapped-candidates/by-checklist-slot/289--kyoto--night-rain/PRIMARY__raw-178__raw-178__rainy_night_in_a_traditional_cityscape.png
179,277,Nairobi,Day,Rain,277-nairobi-day-rain.png,PRIMARY_FOR_SLOT,LOW,best-fit visual match; generic or ambiguous skyline,raw-179__moody_cityscape_under_rainy_skies.png,3,da8102c0b431f3fb14cd38a9121154dcaff7bd1f473b3a2ddbbac252ed7c9973,assets/city-backgrounds/v1/cities/nairobi/day-rain.webp,04-manually-mapped-candidates/by-checklist-slot/277--nairobi--day-rain/PRIMARY__raw-179__raw-179__moody_cityscape_under_rainy_skies.png
180,296,Dubai,Night,Rain,296-dubai-night-rain.png,PRIMARY_FOR_SLOT,HIGH,distinctive landmark/skyline visual match,raw-180__rainy_city_at_night_with_skyline.png,3,82ae8e31c4c709b5befb52a6e55ffc2e9988880093b7797be8e6acdf0ad6dcd5,assets/city-backgrounds/v1/cities/dubai/night-rain.webp,04-manually-mapped-candidates/by-checklist-slot/296--dubai--night-rain/PRIMARY__raw-180__raw-180__rainy_city_at_night_with_skyline.png
181,279,Mumbai,Day,Rain,279-mumbai-day-rain.png,DUPLICATE_OF_VERIFIED_CANONICAL,LOW,best-fit visual match; generic or ambiguous skyline,raw-181__rainy_cityscape_with_sleek_waterfront_curve.png,3,058c6ff8603d7018df1a4ec4c88ca7eae3f8e42c9661ba9f629343ae7e82f550,assets/city-backgrounds/v1/duplicates/279/raw-181--mumbai--day-rain.webp,04-manually-mapped-candidates/by-checklist-slot/279--mumbai--day-rain/DUPLICATE-CANONICAL-01__raw-181__raw-181__rainy_cityscape_with_sleek_waterfront_curve.png
182,282,Jakarta,Day,Rain,282-jakarta-day-rain.png,PRIMARY_FOR_SLOT,LOW,best-fit visual match; generic or ambiguous skyline,raw-182__stormy_city_skyline_over_rain_soaked_rooftops.png,3,a62abdb903ca679fa42166f408d05119c289a177f42952cf6d0ebeccb0925ee5,assets/city-backgrounds/v1/cities/jakarta/day-rain.webp,04-manually-mapped-candidates/by-checklist-slot/282--jakarta--day-rain/PRIMARY__raw-182__raw-182__stormy_city_skyline_over_rain_soaked_rooftops.png
183,280,Delhi,Day,Rain,280-delhi-day-rain.png,PRIMARY_FOR_SLOT,LOW,best-fit visual match; generic or ambiguous skyline,raw-183__overcast_cityscape_with_rainy_streets.png,3,4217e6a8b6c61d1f5c0649c0510c155327e95dbb68d8bece178aea89f75b9b21,assets/city-backgrounds/v1/cities/delhi/day-rain.webp,04-manually-mapped-candidates/by-checklist-slot/280--delhi--day-rain/PRIMARY__raw-183__raw-183__overcast_cityscape_with_rainy_streets.png
184,284,Los Angeles,Night,Rain,284-los-angeles-night-rain.png,PRIMARY_FOR_SLOT,LOW,best-fit visual match; generic or ambiguous skyline,raw-184__rainy_night_over_the_cityscape.png,3,b76bf74c4afa10edfd11d56a9ab408a6c7f6896799de5f5732a18ff071758019,assets/city-backgrounds/v1/cities/los-angeles/night-rain.webp,04-manually-mapped-candidates/by-checklist-slot/284--los-angeles--night-rain/PRIMARY__raw-184__raw-184__rainy_night_over_the_cityscape.png
185,283,Manila,Day,Rain,283-manila-day-rain.png,PRIMARY_FOR_SLOT,LOW,best-fit visual match; generic or ambiguous skyline,raw-185__stormy_cityscape_with_dense_skyline.png,3,336e747c3e9fc3a968c7feac96765e17113989bde83a8ccf0e69195a12614f13,assets/city-backgrounds/v1/cities/manila/day-rain.webp,04-manually-mapped-candidates/by-checklist-slot/283--manila--day-rain/PRIMARY__raw-185__raw-185__stormy_cityscape_with_dense_skyline.png
186,283,Manila,Day,Rain,283-manila-day-rain.png,DUPLICATE_FOR_SLOT,LOW,best-fit visual match; generic or ambiguous skyline,raw-186__stormy_urban_waterfront_skyline_view.png,3,0c57bed5a5d9f5a12ce3ccb01bdf9238695486c4abbd98d98fc08adb2f622dfa,assets/city-backgrounds/v1/duplicates/283/raw-186--manila--day-rain.webp,04-manually-mapped-candidates/by-checklist-slot/283--manila--day-rain/DUPLICATE-01__raw-186__raw-186__stormy_urban_waterfront_skyline_view.png
187,285,Chicago,Night,Rain,285-chicago-night-rain.png,PRIMARY_FOR_SLOT,LOW,best-fit visual match; generic or ambiguous skyline,raw-187__moody_cityscape_by_the_water.png,3,1341eaa6066af59fcb9f36051a3bcb0fec748c0ae3cd5639af911e1a326222d1,assets/city-backgrounds/v1/cities/chicago/night-rain.webp,04-manually-mapped-candidates/by-checklist-slot/285--chicago--night-rain/PRIMARY__raw-187__raw-187__moody_cityscape_by_the_water.png
188,281,Kuala Lumpur,Day,Rain,281-kuala-lumpur-day-rain.png,PRIMARY_FOR_SLOT,LOW,best-fit visual match; generic or ambiguous skyline,raw-188__rainy_cityscape_with_looming_skyscrapers.png,3,c99232ee0bb5506a22cabdf76de1eb769940132ba8dee6168bc852b11a638418,assets/city-backgrounds/v1/cities/kuala-lumpur/day-rain.webp,04-manually-mapped-candidates/by-checklist-slot/281--kuala-lumpur--day-rain/PRIMARY__raw-188__raw-188__rainy_cityscape_with_looming_skyscrapers.png
189,286,Boston,Night,Rain,286-boston-night-rain.png,PRIMARY_FOR_SLOT,LOW,best-fit visual match; generic or ambiguous skyline,raw-189__stormy_night_by_the_city_waterfront.png,3,393f275fbf3444eec0439b0b7637d46e4dbdea141b6ec8f7a1150304dec95350,assets/city-backgrounds/v1/cities/boston/night-rain.webp,04-manually-mapped-candidates/by-checklist-slot/286--boston--night-rain/PRIMARY__raw-189__raw-189__stormy_night_by_the_city_waterfront.png
190,270,Berlin,Day,Rain,270-berlin-day-rain.png,PRIMARY_FOR_SLOT,HIGH,distinctive landmark/skyline visual match,raw-190__rainy_cityscape_with_historic_and_modern_buildings.png,3,4954a53f1de76476f38a8a18190c44a266f2d64622dd1e0e068eb46a57eefdd3,assets/city-backgrounds/v1/cities/berlin/day-rain.webp,04-manually-mapped-candidates/by-checklist-slot/270--berlin--day-rain/PRIMARY__raw-190__raw-190__rainy_cityscape_with_historic_and_modern_buildings.png
191,272,Vienna,Day,Rain,272-vienna-day-rain.png,PRIMARY_FOR_SLOT,HIGH,distinctive landmark/skyline visual match,raw-191__rainy_european_cityscape_with_cathedral_spire.png,3,786743fca72c12db4b62b4226276939ba6d3cdfd0950ffb32434c1c9d16cab29,assets/city-backgrounds/v1/cities/vienna/day-rain.webp,04-manually-mapped-candidates/by-checklist-slot/272--vienna--day-rain/PRIMARY__raw-191__raw-191__rainy_european_cityscape_with_cathedral_spire.png
192,276,Cape Town,Day,Rain,276-cape-town-day-rain.png,PRIMARY_FOR_SLOT,HIGH,distinctive landmark/skyline visual match,raw-192__rainy_coastal_city_beneath_misty_mountains.png,3,88a82378c61ba987b7ead47cdb4d23bfeb648169129578c4e9c1d96859f153f9,assets/city-backgrounds/v1/cities/cape-town/day-rain.webp,04-manually-mapped-candidates/by-checklist-slot/276--cape-town--day-rain/PRIMARY__raw-192__raw-192__rainy_coastal_city_beneath_misty_mountains.png
193,271,Amsterdam,Day,Rain,271-amsterdam-day-rain.png,PRIMARY_FOR_SLOT,HIGH,distinctive landmark/skyline visual match,raw-193__moody_rain_over_a_european_canal.png,3,2f358074f9c59c6a6d69c34d805818695aeb7e2ff97af14a4e6e47543aae1ac0,assets/city-backgrounds/v1/cities/amsterdam/day-rain.webp,04-manually-mapped-candidates/by-checklist-slot/271--amsterdam--day-rain/PRIMARY__raw-193__raw-193__moody_rain_over_a_european_canal.png
194,274,Istanbul,Day,Rain,274-istanbul-day-rain.png,PRIMARY_FOR_SLOT,HIGH,source filename explicitly names the city,raw-194__istanbul_under_rainy_skies.png,3,65a03aacde5315e119085baa62b0f634e9ec87a5d81300d468a8a05ad220186b,assets/city-backgrounds/v1/cities/istanbul/day-rain.webp,04-manually-mapped-candidates/by-checklist-slot/274--istanbul--day-rain/PRIMARY__raw-194__raw-194__istanbul_under_rainy_skies.png
195,268,Rome,Day,Rain,268-rome-day-rain.png,PRIMARY_FOR_SLOT,HIGH,source filename explicitly names the city,raw-195__rainy_panoramic_view_of_rome.png,3,aa3f7550abcac838bb896135552cd11d9817fd1cb498c5e1ca39f6bd5c662d75,assets/city-backgrounds/v1/cities/rome/day-rain.webp,04-manually-mapped-candidates/by-checklist-slot/268--rome--day-rain/PRIMARY__raw-195__raw-195__rainy_panoramic_view_of_rome.png
196,275,Cairo,Day,Rain,275-cairo-day-rain.png,PRIMARY_FOR_SLOT,HIGH,distinctive landmark/skyline visual match,raw-196__rainy_cityscape_over_the_nile_river.png,3,379d04a3d3f905439e6915e1c5f6a0157ecdf53587cf65c6ea907735eb43f7ed,assets/city-backgrounds/v1/cities/cairo/day-rain.webp,04-manually-mapped-candidates/by-checklist-slot/275--cairo--day-rain/PRIMARY__raw-196__raw-196__rainy_cityscape_over_the_nile_river.png
197,267,Barcelona,Day,Rain,267-barcelona-day-rain.png,PRIMARY_FOR_SLOT,HIGH,distinctive landmark/skyline visual match,raw-197__rainy_cityscape_with_cathedral_in_distance.png,3,9fc4a58127f5dc66016435c50f616f07b583f6c90f500a59a99177fee448ce09,assets/city-backgrounds/v1/cities/barcelona/day-rain.webp,04-manually-mapped-candidates/by-checklist-slot/267--barcelona--day-rain/PRIMARY__raw-197__raw-197__rainy_cityscape_with_cathedral_in_distance.png
198,265,Buenos Aires,Day,Rain,265-buenos-aires-day-rain.png,PRIMARY_FOR_SLOT,HIGH,distinctive landmark/skyline visual match,raw-198__quiet_rainy_afternoon_in_the_city.png,3,601e0eb4de8acde52761d30fa370f235607f328c097eed12178a87ab10cb90eb,assets/city-backgrounds/v1/cities/buenos-aires/day-rain.webp,04-manually-mapped-candidates/by-checklist-slot/265--buenos-aires--day-rain/PRIMARY__raw-198__raw-198__quiet_rainy_afternoon_in_the_city.png
199,269,Milan,Day,Rain,269-milan-day-rain.png,DUPLICATE_OF_VERIFIED_CANONICAL,HIGH,distinctive landmark/skyline visual match,raw-199__historic_architecture_meets_modern_skyline_haze.png,3,e9e349a3058376d636d2f3b33d1258b3d62cf032f76ef3fb50fde0115ae90b0a,assets/city-backgrounds/v1/duplicates/269/raw-199--milan--day-rain.webp,04-manually-mapped-candidates/by-checklist-slot/269--milan--day-rain/DUPLICATE-CANONICAL-01__raw-199__raw-199__historic_architecture_meets_modern_skyline_haze.png
200,250,Hong Kong,Day,Rain,250-hong-kong-day-rain.png,PRIMARY_FOR_SLOT,LOW,best-fit visual match; generic or ambiguous skyline,raw-200__rainy_cityscape_with_wet_streets.png,3,3963699ad0ac7c8006785acc00616da11da7e77d438890f5d7de2f99cbf6ecda,assets/city-backgrounds/v1/cities/hong-kong/day-rain.webp,04-manually-mapped-candidates/by-checklist-slot/250--hong-kong--day-rain/PRIMARY__raw-200__raw-200__rainy_cityscape_with_wet_streets.png
201,260,Toronto,Day,Rain,260-toronto-day-rain.png,PRIMARY_FOR_SLOT,HIGH,distinctive landmark/skyline visual match,raw-201__moody_waterfront_cityscape_under_overcast_skies.png,3,4f91005d4a19ce72c8c8448c1d6ed1979a7a560aa03e90041c4d1a364ac19e1f,assets/city-backgrounds/v1/cities/toronto/day-rain.webp,04-manually-mapped-candidates/by-checklist-slot/260--toronto--day-rain/PRIMARY__raw-201__raw-201__moody_waterfront_cityscape_under_overcast_skies.png
202,262,Mexico City,Day,Rain,262-mexico-city-day-rain.png,PRIMARY_FOR_SLOT,LOW,best-fit visual match; generic or ambiguous skyline,raw-202__city_under_overcast_skies_and_rain.png,3,c2e5cdc513d1bee2c25be517bfa7cd17ab46718968981810f7fdec077952c2a0,assets/city-backgrounds/v1/cities/mexico-city/day-rain.webp,04-manually-mapped-candidates/by-checklist-slot/262--mexico-city--day-rain/PRIMARY__raw-202__raw-202__city_under_overcast_skies_and_rain.png
203,261,Vancouver,Day,Rain,261-vancouver-day-rain.png,PRIMARY_FOR_SLOT,HIGH,distinctive landmark/skyline visual match,raw-203__moody_coastal_cityscape_in_rain.png,3,2cc011f1b10f6913f1c761d154e33784805798ec0a0e3522cac61320c8b4adba,assets/city-backgrounds/v1/cities/vancouver/day-rain.webp,04-manually-mapped-candidates/by-checklist-slot/261--vancouver--day-rain/PRIMARY__raw-203__raw-203__moody_coastal_cityscape_in_rain.png
204,258,Dubai,Day,Rain,258-dubai-day-rain.png,PRIMARY_FOR_SLOT,HIGH,distinctive landmark/skyline visual match,raw-204__rainy_city_skyline_by_the_waterfront.png,3,cf3510a284fd4110e49cf728f6e08a7200ead7f3528750739699d99ef89f67e7,assets/city-backgrounds/v1/cities/dubai/day-rain.webp,04-manually-mapped-candidates/by-checklist-slot/258--dubai--day-rain/PRIMARY__raw-204__raw-204__rainy_city_skyline_by_the_waterfront.png
205,266,Madrid,Day,Rain,266-madrid-day-rain.png,PRIMARY_FOR_SLOT,HIGH,distinctive landmark/skyline visual match,raw-205__rainy_cityscape_with_ornate_buildings.png,3,b10c7151e193850c86db87def7b9fa14dc60792be75d97c4d534bd68f94628f6,assets/city-backgrounds/v1/cities/madrid/day-rain.webp,04-manually-mapped-candidates/by-checklist-slot/266--madrid--day-rain/PRIMARY__raw-205__raw-205__rainy_cityscape_with_ornate_buildings.png
206,257,Beijing,Day,Rain,257-beijing-day-rain.png,PRIMARY_FOR_SLOT,LOW,best-fit visual match; generic or ambiguous skyline,raw-206__rainy_cityscape_with_traditional_pavilion.png,3,5e2cf5879947847a25bb9fb4a1c98cef15b431dd7bfbd8d9126adcfaf048f4b2,assets/city-backgrounds/v1/cities/beijing/day-rain.webp,04-manually-mapped-candidates/by-checklist-slot/257--beijing--day-rain/PRIMARY__raw-206__raw-206__rainy_cityscape_with_traditional_pavilion.png
207,264,Rio de Janeiro,Day,Rain,264-rio-de-janeiro-day-rain.png,PRIMARY_FOR_SLOT,HIGH,distinctive landmark/skyline visual match,raw-207__coastal_cityscape_under_rainy_skies.png,3,056a9f6ba85723f9a7ed5b5c5f7b46edae954ec51d9cf86729b794aea8de0774,assets/city-backgrounds/v1/cities/rio-de-janeiro/day-rain.webp,04-manually-mapped-candidates/by-checklist-slot/264--rio-de-janeiro--day-rain/PRIMARY__raw-207__raw-207__coastal_cityscape_under_rainy_skies.png
208,259,Sydney,Day,Rain,259-sydney-day-rain.png,PRIMARY_FOR_SLOT,HIGH,distinctive landmark/skyline visual match,raw-208__overcast_city_skyline_by_the_water.png,3,d9612212f5477d5800657035ae56aa6c42293796ff92c75a50aefb1c969dd34b,assets/city-backgrounds/v1/cities/sydney/day-rain.webp,04-manually-mapped-candidates/by-checklist-slot/259--sydney--day-rain/PRIMARY__raw-208__raw-208__overcast_city_skyline_by_the_water.png
209,273,Prague,Day,Rain,273-prague-day-rain.png,PRIMARY_FOR_SLOT,HIGH,distinctive landmark/skyline visual match,raw-209__rainy_cityscape_with_historic_bridge_and_castle.png,3,82b7da951baaadb0c10b35333b4ac64edd913613b37a5bb9b0eb39a2521e6e76,assets/city-backgrounds/v1/cities/prague/day-rain.webp,04-manually-mapped-candidates/by-checklist-slot/273--prague--day-rain/PRIMARY__raw-209__raw-209__rainy_cityscape_with_historic_bridge_and_castle.png
210,247,Boston,Day,Rain,247-boston-day-rain.png,DUPLICATE_OF_VERIFIED_CANONICAL,HIGH,distinctive landmark/skyline visual match,raw-210__rainy_waterfront_cityscape_at_dusk.png,3,6829026afaf036d14ce38a14415e703cbb479a236b956bb7886c1f2e5fdb706b,assets/city-backgrounds/v1/duplicates/247/raw-210--boston--day-rain.webp,04-manually-mapped-candidates/by-checklist-slot/247--boston--day-rain/DUPLICATE-CANONICAL-01__raw-210__raw-210__rainy_waterfront_cityscape_at_dusk.png
211,253,London,Day,Rain,253-london-day-rain.png,PRIMARY_FOR_SLOT,HIGH,distinctive landmark/skyline visual match,raw-211__rainy_thames_cityscape_with_modern_skyline.png,3,a015d2b529158c88abe6c774bdf8158d1301bfc25a6de1984c9e8cb5774ccecd,assets/city-backgrounds/v1/cities/london/day-rain.webp,04-manually-mapped-candidates/by-checklist-slot/253--london--day-rain/PRIMARY__raw-211__raw-211__rainy_thames_cityscape_with_modern_skyline.png
212,256,Seoul,Day,Rain,256-seoul-day-rain.png,PRIMARY_FOR_SLOT,LOW,best-fit visual match; generic or ambiguous skyline,raw-212__rainy_cityscape_with_bridge_and_skyline.png,3,df1e612b5484c602ea49a390cbdd65378106e1148a83cc02c6aaad30a0921eca,assets/city-backgrounds/v1/cities/seoul/day-rain.webp,04-manually-mapped-candidates/by-checklist-slot/256--seoul--day-rain/PRIMARY__raw-212__raw-212__rainy_cityscape_with_bridge_and_skyline.png
213,248,Tokyo,Day,Rain,248-tokyo-day-rain.png,PRIMARY_FOR_SLOT,HIGH,distinctive landmark/skyline visual match,raw-213__rainy_city_skyline_with_lattice_tower.png,3,35986b9522ec00dfffc5910d3a14531a73ffd78e52aa4bd1620a6f4cf9a288de,assets/city-backgrounds/v1/cities/tokyo/day-rain.webp,04-manually-mapped-candidates/by-checklist-slot/248--tokyo--day-rain/PRIMARY__raw-213__raw-213__rainy_city_skyline_with_lattice_tower.png
214,255,San Francisco,Day,Rain,255-san-francisco-day-rain.png,PRIMARY_FOR_SLOT,HIGH,distinctive landmark/skyline visual match,raw-214__rainy_city_street_descending_to_bay.png,3,2d4d73e5fddad92ba0e9b97fa90b94a1495a45e2d8af23c54f356d67a1d0e826,assets/city-backgrounds/v1/cities/san-francisco/day-rain.webp,04-manually-mapped-candidates/by-checklist-slot/255--san-francisco--day-rain/PRIMARY__raw-214__raw-214__rainy_city_street_descending_to_bay.png
215,250,Hong Kong,Day,Rain,250-hong-kong-day-rain.png,DUPLICATE_FOR_SLOT,HIGH,distinctive landmark/skyline visual match,raw-215__rainy_cityscape_with_misty_skyline.png,3,fc190496ae18630e203bae138a497ea725df700ec2cc70a016fde00ba8469784,assets/city-backgrounds/v1/duplicates/250/raw-215--hong-kong--day-rain.webp,04-manually-mapped-candidates/by-checklist-slot/250--hong-kong--day-rain/DUPLICATE-01__raw-215__raw-215__rainy_cityscape_with_misty_skyline.png
216,251,Kyoto,Day,Rain,251-kyoto-day-rain.png,PRIMARY_FOR_SLOT,HIGH,distinctive landmark/skyline visual match,raw-216__rainy_temple_district_in_japan.png,3,b290219752c9de87532da41dd63795cd36ee18534f1f2095cb4610223518fd75,assets/city-backgrounds/v1/cities/kyoto/day-rain.webp,04-manually-mapped-candidates/by-checklist-slot/251--kyoto--day-rain/PRIMARY__raw-216__raw-216__rainy_temple_district_in_japan.png
217,252,Shanghai,Day,Rain,252-shanghai-day-rain.png,PRIMARY_FOR_SLOT,HIGH,source filename explicitly names the city,raw-217__rainy_promenade_with_distant_shanghai_skyline.png,3,62ab4b5c54e86da09188e7567854d7e4ccda5da86da6c84726f72dd61ce06010,assets/city-backgrounds/v1/cities/shanghai/day-rain.webp,04-manually-mapped-candidates/by-checklist-slot/252--shanghai--day-rain/PRIMARY__raw-217__raw-217__rainy_promenade_with_distant_shanghai_skyline.png
218,249,Paris,Day,Rain,249-paris-day-rain.png,DUPLICATE_OF_VERIFIED_CANONICAL,HIGH,source filename explicitly names the city,raw-218__rainy_paris_skyline_from_above.png,3,6bf48d0a7b3c3141a462022de367ac838b25024740986b08e6a6d5a1ebd52f26,assets/city-backgrounds/v1/duplicates/249/raw-218--paris--day-rain.webp,04-manually-mapped-candidates/by-checklist-slot/249--paris--day-rain/DUPLICATE-CANONICAL-01__raw-218__raw-218__rainy_paris_skyline_from_above.png
219,241,Kuala Lumpur,Night,Cloudy/Foggy,241-kuala-lumpur-night-cloudy-foggy.png,PRIMARY_FOR_SLOT,LOW,best-fit visual match; generic or ambiguous skyline,raw-219__city_skyline_under_overcast_night_sky.png,3,3d8396a3be6d835ae5fbdb507391803191ab9aa93f7b19c5419ff9fa1f7ee19d,assets/city-backgrounds/v1/cities/kuala-lumpur/night-cloudy-foggy.webp,04-manually-mapped-candidates/by-checklist-slot/241--kuala-lumpur--night-cloudy-foggy/PRIMARY__raw-219__raw-219__city_skyline_under_overcast_night_sky.png
220,244,Los Angeles,Day,Rain,244-los-angeles-day-rain.png,PRIMARY_FOR_SLOT,HIGH,distinctive landmark/skyline visual match,raw-220__rainy_urban_freeway_under_gray_skies.png,3,55db78d653c7f396be0359ed51719ffc3f49e393257658817dd71f6ff8f22fc9,assets/city-backgrounds/v1/cities/los-angeles/day-rain.webp,04-manually-mapped-candidates/by-checklist-slot/244--los-angeles--day-rain/PRIMARY__raw-220__raw-220__rainy_urban_freeway_under_gray_skies.png
221,245,Chicago,Day,Rain,245-chicago-day-rain.png,PRIMARY_FOR_SLOT,HIGH,distinctive landmark/skyline visual match,raw-221__rainy_cityscape_with_industrial_rooftops.png,3,541780b47b95d6da195e3501951d23b71375bcce6ca8b2391bf188f64a870bf1,assets/city-backgrounds/v1/cities/chicago/day-rain.webp,04-manually-mapped-candidates/by-checklist-slot/245--chicago--day-rain/PRIMARY__raw-221__raw-221__rainy_cityscape_with_industrial_rooftops.png
222,240,Delhi,Night,Cloudy/Foggy,240-delhi-night-cloudy-foggy.png,PRIMARY_FOR_SLOT,LOW,best-fit visual match; generic or ambiguous skyline,raw-222__city_skyline_shrouded_in_haze.png,3,ef4e4d5fc8c56c1b4930f66112402697a3c9dd209a4dadaf2663836d500a4b3a,assets/city-backgrounds/v1/cities/delhi/night-cloudy-foggy.webp,04-manually-mapped-candidates/by-checklist-slot/240--delhi--night-cloudy-foggy/PRIMARY__raw-222__raw-222__city_skyline_shrouded_in_haze.png
223,235,Cairo,Night,Cloudy/Foggy,235-cairo-night-cloudy-foggy.png,PRIMARY_FOR_SLOT,LOW,best-fit visual match; generic or ambiguous skyline,raw-223__city_skyline_under_a_hazy_night_sky.png,3,7edc3bac7b815a45c2be5b67255e3b8de751bb156b81f48e794009b1b8cbe695,assets/city-backgrounds/v1/cities/cairo/night-cloudy-foggy.webp,04-manually-mapped-candidates/by-checklist-slot/235--cairo--night-cloudy-foggy/PRIMARY__raw-223__raw-223__city_skyline_under_a_hazy_night_sky.png
224,242,Jakarta,Night,Cloudy/Foggy,242-jakarta-night-cloudy-foggy.png,PRIMARY_FOR_SLOT,LOW,best-fit visual match; generic or ambiguous skyline,raw-224__city_skyline_under_a_moody_sky.png,3,ff624f457d5ab0a115b74b779ebb9939acfd76904551202e79df46adf2fa47ac,assets/city-backgrounds/v1/cities/jakarta/night-cloudy-foggy.webp,04-manually-mapped-candidates/by-checklist-slot/242--jakarta--night-cloudy-foggy/PRIMARY__raw-224__raw-224__city_skyline_under_a_moody_sky.png
225,241,Kuala Lumpur,Night,Cloudy/Foggy,241-kuala-lumpur-night-cloudy-foggy.png,DUPLICATE_FOR_SLOT,MEDIUM,manual visual skyline/architecture match,raw-225__city_skyline_under_misty_clouds.png,3,9da6be1b28cf9442369594c47c0598c61bd36d02dc4b4049e51480dba2388ca9,assets/city-backgrounds/v1/duplicates/241/raw-225--kuala-lumpur--night-cloudy-foggy.webp,04-manually-mapped-candidates/by-checklist-slot/241--kuala-lumpur--night-cloudy-foggy/DUPLICATE-01__raw-225__raw-225__city_skyline_under_misty_clouds.png
226,243,Manila,Night,Cloudy/Foggy,243-manila-night-cloudy-foggy.png,PRIMARY_FOR_SLOT,LOW,best-fit visual match; generic or ambiguous skyline,raw-226__city_skyline_under_a_misty_night_sky.png,3,72352ff431d62809fa3ae4dd700be18bbae6b56b5e40323fdd63c4d7ea8ed95c,assets/city-backgrounds/v1/cities/manila/night-cloudy-foggy.webp,04-manually-mapped-candidates/by-checklist-slot/243--manila--night-cloudy-foggy/PRIMARY__raw-226__raw-226__city_skyline_under_a_misty_night_sky.png
227,212,Shanghai,Night,Cloudy/Foggy,212-shanghai-night-cloudy-foggy.png,PRIMARY_FOR_SLOT,LOW,best-fit visual match; generic or ambiguous skyline,raw-227__city_skyline_at_night_with_fog.png,3,7cbb53243243fcb71a9b6cf381d359d38d5eb138de5c2bd8008555ae8adba0bd,assets/city-backgrounds/v1/cities/shanghai/night-cloudy-foggy.webp,04-manually-mapped-candidates/by-checklist-slot/212--shanghai--night-cloudy-foggy/PRIMARY__raw-227__raw-227__city_skyline_at_night_with_fog.png
228,232,Vienna,Night,Cloudy/Foggy,232-vienna-night-cloudy-foggy.png,PRIMARY_FOR_SLOT,LOW,best-fit visual match; generic or ambiguous skyline,raw-228__foggy_cityscape_with_illuminated_towers.png,3,a9bbd800a0727ccf57cfa26912c3b07ced0ee69c723744abbd30346d03bd8764,assets/city-backgrounds/v1/cities/vienna/night-cloudy-foggy.webp,04-manually-mapped-candidates/by-checklist-slot/232--vienna--night-cloudy-foggy/PRIMARY__raw-228__raw-228__foggy_cityscape_with_illuminated_towers.png
